[353.3951956647629, 237.30162493228136]
[-18.437945691881055, 536.2346324673404]
[-70.88701741014893, -651.1276877935059]
[-66.30855061500392, 256.68501035805366]
[-498.04204640904356, -335.1068107968646]
[232.42133156222076, 365.3059784992747]
[-32.76231189511509, -374.26766053548647]
[723.1364293324677, 379.82903229530416]
[965.5127302623437, -464.39065868746263]
[-808.9370820263096, 989.0973313226066]
[1.6376668394389071, -9.340277660296238]
[37.839741590149515, -88.79491985607785]
[-378.5342478066432, -534.5564880930526]
[668.386944264965, 265.6836098160659]
[273.06283325037225, 673.320023619214]
[625.6896137199171, 602.7311655734504]
[685.6041645403814, 533.9936056700642]
[-994.6610649932711, 8.458916281688744]
[-631.371874152503, 327.9344211693558]
[379.11427667887983, 368.11656010748857]
[182.28115768058456, -345.29649217120937]
[337.95146910324365, -603.9691946322898]
[750.5219001915943, -835.5355380792874]
[-663.0865591624472, 653.7527416174639]
[-536.5512795460849, 127.51168096458264]
[658.7717959150193, -634.9225615807613]
[-657.819566495901, 859.1381022193161]
[-107.72702763301947, -369.3071286006584]
[445.77001408349633, 358.0130219574253]
[-452.05131222718273, 199.64642347484778]
[-39.05748139610046, 136.43972107208424]
[648.0030021950397, -235.30770310513265]
[-927.8226539686964, 954.0027047729297]
[622.4489255787762, 590.474315708585]
[497.69834212249543, -61.07031916720189]
[-57.84222644895681, -701.8513087995334]
[-541.2872999913395, -483.2973639322937]
[-833.6463312867022, 615.0148953183689]
[-421.5733897279075, -319.80667884528884]
[646.5107706598071, 872.731177510135]
[-51.732766059461824, 134.84610696219875]
[-265.37202049743837, -511.3034816122546]
[-421.10496497832276, -357.1127943757476]
[-9.69267888663876, 307.85800928256276]
[451.23167765915764, -616.0244712905264]
[845.157464939479, -384.0516795696865]
[-62.82284343651963, 804.4626257604466]
[46.051960642114864, -911.3306230394545]
[648.4546687684374, 517.0714360498778]
[-172.5526213043388, 175.47199225282816]
[-112.93411512850707, 651.4477580457583]
[573.3278120032605, 200.97255980599925]
[-406.60223634635145, 184.40585802809755]
[868.3722348983993, -488.48084815539653]
[-917.5601799541055, 5.832381826098981]
[705.1220414281277, 152.47943012896963]
[-760.1510289654384, 881.3473552546423]
[697.1151187794956, -461.6580249503452]
[-531.5409380190945, 240.30391000551685]
[-288.1021788298366, 383.2225104480974]
[-70.21709382150152, 849.8817499479062]
[-52.31576746850942, 316.132245499462]
[-891.8345386393614, 883.9777056628359]
[-123.8095238057183, -749.0626017965562]
[713.3295501447831, -540.3234699635786]
[-54.797297464623966, 302.48599863382424]
[426.7223359791385, 344.0629249623478]
[96.84833932977654, -817.8825049038012]
[-41.948179485251444, -210.53310997117137]
[-366.6142507015296, 140.28177049312967]
[-823.4319676641406, 836.11583191109]
[-190.02098498957594, 107.99910112115595]
[-18.9481376433298, 64.18591284743411]
[-500.2102835816464, 410.7567934289382]
[650.9587013340031, 787.2768048573039]
[497.1569469833894, -768.0731818394524]
[-83.83542574051637, 171.21092781607945]
[-551.3068662514859, -156.703252335735]
[-195.10669930093172, 865.6853043688477]
[-851.5007083042797, 948.1930643383766]
[314.2074035386411, -781.740912443274]
[653.5858205312036, -67.66430222891336]
[-146.14074457082165, 902.631150929478]
[-88.24936433533117, 404.4851372273404]
[-21.238439753631496, -878.3077172161104]
[-606.4244597131313, 547.3787607123381]
[539.1350428948356, -384.23089374985125]
[-908.3049212393527, 863.7275108519366]
[-55.50354308975329, -743.7053258125088]
[80.51081362859713, 848.9029680916872]
[885.7316616490275, 586.9582758890515]
[130.57401562199834, 983.5254172643024]
[-498.8707124396879, 142.52722087175334]
[-28.785791163595263, -247.44828923419095]
[-292.92283929007556, 927.1520443635338]
[91.10123345896614, -6.5591124268365775]
[-509.28070047246416, -120.61391749406698]
[-788.342175832784, 174.18054082753065]
[22.64048799640466, -860.9588146315541]
[486.7695664542582, -319.16231775734093]
[89.42150139908972, 919.7507297839982]
[-727.437911034977, 895.8633529243284]
[-548.8088347597968, 495.99944826979004]
[709.2377847158789, 664.54117741034]
[86.02167966668526, 492.12838388046293]
[-459.5672203915875, -494.48204195156575]
[-448.93326945055753, 118.62518937493314]
[337.06997557233854, -719.3084426772434]
[-323.85057045564145, -437.19368322045364]
[409.1210494121715, -478.0033243239227]
[-451.53341088414163, -147.32086041683328]
[-716.6276374481638, 655.8426220029794]
[-502.41654965896214, 555.7023164678697]
[871.5228060834893, -448.01207931120393]
[276.2878314079792, 958.6778652784274]
[906.416159752587, -699.040812034995]
[-239.71928404861478, 795.055885433238]
[-91.20103968204569, -831.8495255923779]
[85.25736366487945, 984.6127583520326]
[351.7144127868337, 206.8096953246104]
[47.33629188017153, 236.40788518668433]
[-773.6813507656042, 511.86298528825364]
[604.8624128720041, 128.40619575564529]
[-79.52235387863107, 663.5621388923269]
[-325.0007430673994, 140.31679657398467]
[-530.3755764505495, -202.34642999432253]
[346.238489990523, -730.456013974324]
[459.25991446717785, -295.49846341772036]
[597.8899336493016, -409.95516605009925]
[451.5070365731958, 575.9845137496814]
[961.4401277850927, -418.62056203832674]
[-385.6374240580069, -536.3219800471013]
[-8.61976259609935, 261.6527156116272]
[-17.16289764025828, 659.7710949192667]
[906.6536450989443, 315.48173707510114]
[-79.27538413193872, -432.9688033158857]
[603.2261785164264, 568.1594082072918]
[125.2922923692322, -344.52637296323667]
[-205.20097272396083, 134.6133536156858]
[-510.7740966743211, 204.8795353848618]
[-502.9435508053139, 520.8202738571874]
[346.60696904825886, 273.3716835326911]
[26.957628846215812, -517.8197702910637]
[-587.5873828861197, 443.4859945880587]
[-103.74835474675888, -472.94884051007966]
[622.5134214965103, 558.0142394353986]
[928.4133397473952, 885.7945966630593]
[485.2443150461729, -638.2312328666328]
[239.96744635868254, 974.564294191048]
[-448.73950532010247, -194.79766206160048]
[-956.6599782375033, 762.0056998656748]
[-543.7339803534326, 718.3303346874338]
[-839.1464772012619, -61.72363639838943]
[484.64774836381457, 982.012851270061]
[-291.3439447997022, -541.3057996577207]
[-848.0680050410618, 891.9599937211253]
[500.679803511033, -969.9630359521092]
[986.5896060731759, -476.8846975421168]
[618.4455769114104, -727.48201173353]
[794.0116664217178, -368.7910859787546]
[898.7067209321394, 166.07783570274182]
[637.5779117074719, -746.4360221674918]
[626.0902579233484, -872.7565137090639]
[-114.6423255709135, -492.19097915742935]
[565.8271233162138, -804.1894717680451]
[456.0052849833437, 155.1763497871516]
[994.4091267472897, 886.8855097406854]
[-752.8755896045883, 923.3450143521302]
[664.5664627113231, 577.4170382997634]
[736.7971020621355, -792.8127372574644]
[311.4450393491418, 886.5310171582294]
[922.5178035710057, -851.3672323865219]
[670.8900590229916, 661.7534188596567]
[26.84973950843232, 166.80724431431486]
[352.1579706982641, -579.9670445727902]
[658.6883182954971, 83.19661508017089]
[-377.0156705350986, 433.1934936418779]
[160.29470978242216, 468.84588619544434]
[-50.514705884594946, -542.4602868077645]
[-6.700452215617702, -141.71846737777844]
[225.08652744445726, 256.08377149984403]
[-759.8287306907425, 911.4245017674]
[-592.0847790755413, 206.8159796682669]
[-547.5350654909535, -190.29276952426505]
[-227.55109927978833, 641.257005136162]
[869.7243388377585, -365.79713355838044]
[-756.3842673947345, 958.0275256710829]
[-918.7020285286435, 51.427557695725454]
[545.6808091624882, -157.26985317946196]
[964.527955911175, -114.5272636162922]
[791.27909361925, -617.9185761704919]
[-542.9967955088487, -7.788044798998385]
[-282.8592668474148, -760.6492658697582]
[-48.98935402427526, -141.4791608973394]
[-388.85832094586794, -494.35607372291247]
[306.48109550741765, 369.1348043748774]
[609.712877689266, -216.45758312711473]
[169.3388686429064, 263.16587263412544]
[-710.5912316025313, 928.9012881449253]
[974.404059641088, -168.79566596572363]
[632.6136268617042, 607.4326436098615]
[779.5144169855805, -529.1411197792297]
[593.9913181842126, 309.95334146980576]
[-532.4463499927765, 597.3831266042464]
[782.4017575586884, -9.14300014359651]
[-650.513100476905, 232.99693960188802]
[-40.079632670021624, -851.894652587611]
[-695.2404148719385, 386.18533847404274]
[781.2992535566336, -83.2554803082594]
[160.60584594217494, -216.03713179497527]
[-857.848406628286, 554.1073521857584]
[714.1197013377821, -385.2120099152048]
[621.4165031031623, -372.25415914312975]
[-64.51652006139773, -161.33407103076513]
[-189.89327135997803, -715.336552550122]
[185.19113403374968, 847.3919345147372]
[-235.72036059917184, 813.1164062929652]
[-126.02274386738486, -693.8870229933661]
[-508.33733887287815, 976.680250530509]
[-370.2356034787399, -693.8184747791489]
[554.2637382656451, -883.4904821833748]
[-419.0205893782987, 175.1902302941753]
[752.8919506982254, 349.9891049196958]
[-543.8232915379925, 518.4354781932373]
[612.0750429563607, 498.22015889191675]
[169.43928784878062, -350.0682078037464]
[-736.0826769907083, 766.1960075056231]
[113.18631451482679, 234.84672720291383]
[-281.29609775334677, 820.9763681076877]
[779.67575045326, 720.8771691620018]
[-216.65267006779902, 908.5963966895642]
[-861.0846271161556, 640.7031360301953]
[-146.326582420053, -444.84352932950435]
[235.09674908418515, 72.75595153676932]
[-41.272715331237805, -373.4121653138884]
[440.9830760433424, -371.7642135448607]
[-246.77220273084595, 167.1562983308413]
[-18.469036885285504, -715.7786463995627]
[601.1475935330791, 34.683015287029775]
[594.6898503989253, -332.7316793882576]
[-265.20868770942707, 219.85120969586706]
[56.54800984095755, -933.1345017962052]
[336.6550692723579, 960.5445326491547]
[-842.4202144510521, 821.5207713001832]
[871.2930439207339, 359.97229882957276]
[789.9247942976622, 819.1304776763045]
[761.7251700448426, 372.7978835053573]
[-581.9657476979875, -161.6133376115165]
[578.7048816970014, -413.8877989591937]
[986.7123151121614, -1.72783648132895]
[800.4770727540008, -331.3391964886207]
[-73.88509646992384, -332.73726892818024]
[487.1236049580075, -517.9812399910395]
[668.0442771218679, 9.586007216087182]
[876.8623753726076, -401.9845058701525]
[-291.30272615613796, 923.5096184978713]
[-3.727469791574322, 245.15893195325748]
[-787.8529973611733, 843.2458649216562]
[-841.5280955072155, 994.4233868621109]
[-750.1171471268184, 172.05836942111955]
[717.3791966236984, -703.1835800661663]
[-322.3570264833445, 715.508108811131]
[652.7418462924318, 498.46286992515616]
[-268.9127002575258, 459.31474684316777]
[-503.76909743495065, 881.0802632985822]
[11.115463907799494, -985.9280105406516]
[950.8744491170364, -980.2182380556588]
[159.60179153924832, 910.1137038068932]
[633.9927864500819, 642.9682488169328]
[-555.9431509222138, 180.80800421462413]
[-1.4288971721283588, -612.4688249205888]
[474.7248154892493, 170.8642359714654]
[-461.8708823574193, 949.960021575452]
[-847.1885767613518, 147.38828150775248]
[566.3156289992226, 385.1610150284839]
[72.56318494486368, -987.9850226259358]
[-643.7875409288392, 650.9990495920481]
[-983.2798894195566, 744.2454628046623]
[495.7147080850882, -107.23285249940147]
[-251.01181290417776, 939.4802452310073]
[387.4083804430818, -824.9805253922868]
[-72.66134661866624, -12.717745794985603]
[-719.9583249947892, 317.59266492215215]
[760.8116181074633, -585.3613052946852]
[67.44636659755702, 129.8916425450841]
[-319.83671997362853, 38.93002337683333]
[-562.0993060122768, -136.62107515138814]
[699.6535900670083, -5.166205841365127]
[-769.2694939586474, 536.3291491145167]
[633.1829012706148, -242.83060899183704]
[358.4541350708121, 592.8926776327892]
[-104.95963024333878, -200.15702350427932]
[-183.1715949906802, 989.2527936599167]
[708.9534064306295, -890.3422182019957]
[356.532107000256, 175.55376074815558]
[-57.955875123901365, -939.6978091649131]
[-459.97593871894696, 818.0510955905734]
[14.357068569793569, -989.8435753790545]
[-555.7548865251167, 841.9230002143572]
[-742.4602516167074, 317.80234649061185]
[-840.5224638152572, 988.5466487444792]
[307.28086120993, 835.8416519603161]
[-567.8568926002062, 992.1312868499292]
[364.7770857544008, 601.7906889809169]
[-213.22412991076476, 220.5792231929281]
[-325.40967772187935, 946.5106821070904]
[-47.661179645520065, 59.05896724403851]
[-50.702662059603995, -457.717660534218]
[-612.1216299213737, 127.32861319099106]
[-452.9962109197644, -314.09054235628946]
[740.292149366305, -292.083560001451]
[666.7791365923574, -295.20264570664995]
[-125.35005359636739, -363.1102157394628]
[81.86228182771856, -752.918634330566]
[449.4458739602551, 121.41810509424113]
[-502.9976517901014, 857.041429689214]
[10.14605109259162, -327.58017857270625]
[-400.54312916728384, -207.49250884521973]
[577.9789806947847, 950.8665448864449]
[627.8130839059754, 380.2427531879416]
[-96.37207570472992, -544.3706197358721]
[-392.15294717723214, 250.907751366311]
[336.9567637939831, 370.35756192182293]
[-613.2380395741932, 431.0295028325645]
[461.6338358704468, -351.5744035245323]
[225.9588150892871, 142.27943141047876]
[-220.98283048996484, -414.5970855558197]
[362.2062483262391, -195.63021545307924]
[-708.8820403937556, 160.1823185930598]
[-7.945628325319603, -579.1226756838591]
[66.0787814960047, -889.0262142321905]
[137.1999251716236, 9.823319254705666]
[-593.8223994299262, 166.30656249235267]
[630.8701958494598, 363.4235071985938]
[-822.1449690946043, 928.1587995443472]
[620.3137548656737, -38.858225205709914]
[-567.8015777135299, -64.46145883511201]
[42.89113528140115, -788.3223531491117]
[645.0431448773516, 949.6814691231132]
[-126.8575999525558, 883.4458321832642]
[-36.12343232385331, 809.8338408549412]
[-168.5962423487315, 984.2738284817217]
[917.6459915272969, 989.3126212156742]
[254.23026682368027, 134.01914410936]
[243.27708262825377, 904.0249353635938]
[483.1197063001248, -830.6973805386767]
[783.1495924143669, -648.2806327754997]
[-386.2734765637557, 321.4533953667433]
[-472.9390645338457, 115.95387970387537]
[16.169085636262707, 95.67049128661506]
[478.48078134865864, 143.7034553228459]
[-578.40489808641, 898.7518139884769]
[151.9065452866423, 191.6099792978789]
[-593.1950339485296, 117.46797262631549]
[-54.473810539322585, 353.1732371716148]
[851.6858284963757, -550.8114141917175]
[909.7720537554192, -360.08226552419717]
[732.2791031013633, -439.6582103846937]
[-152.2886974708657, 113.13199181387267]
[272.600287554186, -300.3732143002842]
[637.9545238328267, -143.74183405116196]
[316.39607060059234, -615.4751117453893]
[267.16635702201575, 348.0180058137196]
[-258.3486799817815, 719.7228086311668]
[-148.5984573031642, 475.44014771220054]
[737.568056475571, -417.9720207788057]
[69.49837843537989, 138.10949365689953]
[475.06194336614817, 334.0055642664072]
[544.3546066137392, -403.48258871854057]
[-142.67158125390313, -392.28685318689327]
[-300.3949064494086, 237.4086167669293]
[-822.450204606017, 837.8357346682312]
[726.9381352058899, -811.8175777790478]
[-18.56167899592333, 867.8448704291177]
[81.99860698199791, 171.33245187186208]
[926.3610064710069, -583.2958685575672]
[-643.4894769736468, 553.6118042557853]
[-796.820863071754, 898.4704047554922]
[-119.25541216079057, 203.30945737633851]
[705.7441663805907, 247.95778192555167]
[-77.68721439829835, -172.93620030834404]
[851.235089341177, -384.45869034749467]
[669.0617848090094, -822.9587999129963]
[313.20206579988894, 987.0366559230397]
[-893.4101342687228, 823.4083711573371]
[-270.313976794779, 329.6050628550877]
[946.6897478273638, 607.8793138064664]
[528.8649696606894, 950.0116842449031]
[-47.0497947788848, -480.10902793240916]
[398.6932209502522, 750.8400713835015]
[956.065438810095, -942.7177205614827]
[-304.48254570034203, 132.54903330531783]
[613.7744285313511, -843.3449123651858]
[652.9032856060355, -738.2219052317431]
[-123.78002439490547, 491.2038683998228]
[-625.5792889187339, 355.4193327759233]
[-796.647587710568, 439.380651923173]
[-421.9776654749835, 408.1783976306315]
[-37.782328413132745, 42.30851590386351]
[-530.8557982047757, -149.95833140115053]
[782.5033753490629, -691.409411873201]
[-550.5497183613459, 518.0844355060331]
[749.1362668773354, -300.2319501764124]
[-307.4902778736157, 143.42684885030098]
[-938.4298853492334, 388.89483941741037]
[477.89744262997806, 158.8389387406994]
[-463.29856892140265, 383.5476814563733]
[449.14413469862325, -114.59610127103747]
[-483.71380949745435, 156.71885126150664]
[-101.1414122567719, 875.0220130517087]
[-88.82797800726848, -444.5094901042073]
[563.1402050003999, -147.08055028508238]
[-939.8797805189696, 151.25227699847915]
[-586.7328892163696, -29.108005744860748]
[-544.9813162454512, -337.2588639145432]
[559.6895125688682, 984.7416114632956]
[-508.3123176187721, 811.3872963005822]
[-94.90368401659293, -568.3587815611829]
[327.1068034847983, -64.53664922640382]
[738.0485534798609, -321.0676756084422]
[-454.0063429173906, 843.8790236941923]
[298.25091468804544, -721.8494216597353]
[681.5972327964487, -549.0497241510413]
[-384.8358146829419, 906.790738154172]
[-224.9189836780787, 378.2130963853747]
[417.16690062212, 900.8260778201864]
[-290.79033432489973, 541.8066736095248]
[963.1678921978687, 385.01566516200114]
[-747.6983250742198, 271.03141198868207]
[-267.52788683830295, 212.73113682236522]
[-598.0688765548418, -384.0024672712407]
[674.4052122746887, -228.755825320579]
[755.7555496450782, -727.2609577138892]
[-281.62402648570776, 778.4180922344951]
[645.4241172738705, -802.5501713354327]
[677.7178316670697, 158.44486335062106]
[228.29130726236667, -948.7306907618704]
[408.71059878305573, -187.69718732872764]
[404.8564022925484, 939.0029084392272]
[-172.97853020490038, -777.6313827670442]
[-744.2593762026823, 511.7293826305065]
[-545.6171772477794, 832.8253961302853]
[-728.4558994495379, 577.0928343343192]
[-18.40288746067256, -926.0748152782135]
[632.3779126387922, 634.2501080347411]
[-209.35171063543976, 94.37814308922907]
[586.9739605204513, 475.87618512015024]
[-950.8900685808942, 252.03990796124162]
[-531.0999491326163, 275.23845424470437]
[583.4116933797593, 956.0623821177983]
[-7.7550842046319985, -65.50717104929106]
[609.1973781149554, 249.23582541070232]
[-762.3368190371583, 933.6247683337815]
[-529.6934781563633, 408.7982149187401]
[708.0356786099478, 320.41585734684736]
[-741.2934967592098, 110.0872564233839]
[443.3952711853103, -323.8745731118588]
[984.531261421932, 488.21458922435295]
[-93.77307863163219, 148.98298813005044]
[799.8634701040362, -771.6529747438348]
[-509.27047744004733, 29.716663852129614]
[532.1283480940745, -891.0166391511663]
[-319.1270302650231, -59.42662200651114]
[693.7914425818149, -744.5139576397013]
[-408.7394563401058, -465.8489323983342]
[690.5150288558541, 300.8018195663003]
[489.19603611986395, 10.360948483557308]
[-753.5917321097901, 130.2207086111937]
[459.71963499706635, 971.2944843274161]
[-121.0103718115887, 766.4253826568865]
[379.31541905255744, -375.6254431751505]
[-92.99809456072705, 399.06175209388334]
[-837.1806182643809, 192.2439858686389]
[42.29065220964253, -321.90579275499056]
[691.6262339544271, 45.32800073613248]
[959.8224750871723, -43.16457933315394]
[20.12982198078828, -329.3748813173886]
[520.7944565021924, 460.5103794594845]
[-935.5405335748196, 961.3114309289344]
[-628.2638860522434, 796.5800933440023]
[97.89791723121652, -479.84676559545983]
[-252.8304651214744, -326.1857528378956]
[752.2121779448494, 319.7406762996784]
[-8.374742160942901, -458.8340817934809]
[-554.4477916142123, -256.31415581459896]
[-216.1177753732834, 932.4323995757072]
[505.06683804510476, 707.1646997183534]
[-77.795727807415, -454.5508518003494]
[816.1193085378345, 8.696979154439646]
[-43.878166667909, -368.7594581661232]
[799.7901091488025, -332.91866004605197]
[405.47647875556686, 528.7960676179262]
[-758.3836267225504, 725.1588747802334]
[-4.357496406752716, 429.02965163384533]
[551.0763580658513, -345.5913720096255]
[109.93373160089845, 266.9099970678535]
[-225.1239149994027, -233.19921195789084]
[763.1983070957128, -911.4926793843966]
[610.3564454377338, 615.2117916396503]
[-97.13381529075684, -816.8489473475398]
[724.0760281517821, -451.2040228199314]
[-63.180716310995194, -192.46345517406144]
[76.99506107755451, -526.3618733394524]
[-451.9991204305686, 949.0091732284081]
[-548.1924589872034, -195.7865783285406]
[411.96471578605224, 972.6404707469367]
[497.6634091347512, 75.8139889824854]
[656.2166456671234, 187.925816093064]
[486.19953601025327, 257.8001203482952]
[-852.1481591997538, -107.52843865171837]
[-259.625866838149, -419.2096478620672]
[551.9861051448283, -319.58597003724003]
[-442.6617251191901, 299.0540259051768]
[810.3176161572719, -365.5381122961056]
[-525.6124450196205, 154.96684415076174]
[-137.1035334831031, 938.3414143373247]
[426.6012322874865, -181.87882734303128]
[466.0018127928049, -415.42947524820283]
[448.63662241086604, -857.1874149011969]
[432.39497149120007, -867.1064454746679]
[749.9965082379197, -937.937541336473]
[-812.7572401532462, 616.969690177285]
[37.60068364191966, -801.0986969872893]
[-827.335902094495, 537.1471105695109]
[-35.39298220083515, -680.9344783856374]
[-545.0790531098471, -119.05078537584723]
[-898.7493743854513, 894.3201666568043]
[685.5491175110501, -370.3544646570018]
[358.2877898926281, 284.88018921901994]
[-29.632718395699044, -185.97648006954898]
[39.10345729378514, -47.767630580149444]
[671.7493224467119, -308.4579390439841]
[-365.1761222560965, 959.0455084628704]
[-782.8126655357389, 643.3512992356884]
[-521.1824381407794, 811.7210439187706]
[-278.21851953869725, -278.1995700951643]
[461.3124716772886, 266.16921501349884]
[-302.49710679116913, -231.11086229670354]
[902.1436015963402, 367.05716867863475]
[-878.6772003370797, 431.95022462519046]
[955.8191974813624, -460.5491964292073]
[935.3141602988005, -506.9150512558499]
[-373.5425581457914, -571.5221226754215]
[-976.4780134039082, 54.44705870076427]
[372.94608178027534, 4.004944037211089]
[676.6408300061148, 503.47195319095863]
[654.7244762418384, 983.3307489896054]
[670.0685248459445, 373.5513453058659]
[-3.7685929003793035, 379.459990982622]
[-346.106759550163, 865.5709799487317]
[-520.0574345045243, 680.5580511616536]
[-127.19103289881173, -327.53178448415895]
[148.71514696287363, 909.2402226937279]
[877.2587590384605, 319.8490936616663]
[-7.690127132691714, -907.5004193436711]
[554.3831873527904, -676.1456296169392]
[639.7009315883249, 359.5466818154655]
[445.7908432839099, -291.4642776589035]
[415.0389462365863, -725.8467204838661]
[675.3924026736411, 261.6001016191599]
[976.3664094922608, 663.5303055638838]
[449.70873394393516, 275.7174457861636]
[466.8609072348477, -300.76908747267373]
[571.4469394733508, 352.12830242983205]
[422.04088667423935, 304.0220675344326]
[702.1635381266622, -480.4407867053318]
[-998.7818022415474, 156.80157368540335]
[-326.7853225935926, -342.91797987948223]
[699.9013904268065, -326.67341179026425]
[750.6881006133642, -526.7026818995137]
[-358.603865216912, -597.5008217048429]
[956.6628773470375, -233.3492941089578]
[321.31560485474256, -800.8704626343754]
[558.7394848441809, 964.8549639452015]
[-579.5862123939842, -169.48984319993303]
[-401.59050679467396, 495.1396034350514]
[763.8370483641145, -786.7353481053594]
[703.5999415292965, -856.1339208058308]
[-206.86422483309877, 817.428274275778]
[-930.3332297659565, 330.7576626649086]
[731.9837257967322, -470.63784349238017]
[34.82738279616365, -806.4540558066903]
[853.0916276342869, 275.2019949965727]
[612.429255925493, -627.1259714673865]
[-669.6204517757781, 343.4265385853639]
[135.95192733961449, 498.2136764386255]
[-622.9832192630854, 854.4149949979026]
[98.35214414386041, -16.38260667557188]
[87.71926892166243, -870.7514196438777]
[425.4703377241765, -789.9114630617064]
[867.5124636696607, -362.7867956015832]
[-119.0053963984891, 815.869415949715]
[-79.72285120091578, -473.79738221460696]
[963.0150355420003, 927.2625987371553]
[-648.85447448879, 255.5266919797716]
[376.9883803235193, 258.5355116028568]
[426.326375886925, 249.36350890723952]
[51.90710462857237, -67.30377161631361]
[208.73704363673528, -752.2555307046432]
[217.0699729081798, -668.2640981248212]
[466.74153231678383, -447.7905402540139]
[-48.024357413314874, 640.1254740760264]
[-650.7032425605157, -1.4859863992627425]
[-313.6570226527025, -479.6701467483431]
[6.644149099151946, 913.2643406159264]
[-707.8335304287157, 953.1468393190596]
[-40.82020066619896, 640.2511091447152]
[727.0693473993092, -932.6054791619432]
[255.99501073467786, -494.1129322327431]
[-403.72436233361725, 843.7678809764916]
[208.25683917011975, 285.242059899015]
[-728.964497393951, 433.459168491667]
[-49.30587838262784, -729.5802587458949]
[-93.7011774032876, 11.796344663273885]
[-405.6188102717729, -308.7092873671364]
[145.08047223156495, -389.1268327564736]
[411.4886425848779, -680.443567912699]
[-670.4990257127683, -58.43486796534205]
[-877.1844993295738, 673.0797163913207]
[-311.6807895247722, 875.2586710916378]
[162.02985636017297, 224.03799361921347]
[-949.9424505027949, 922.9197545547393]
[-417.8654914612712, -320.197892536063]
[600.4309424164428, 668.0036758822716]
[659.8289535649722, -23.799957515089773]
[-31.104192930291447, 393.77578610643764]
[97.93097072635715, -907.2180261988343]
